22.895142,-55.365112,-172.733185,-0.177837,0.053295,-0.057018,-0.116867,-0.130341,-0.912094,0.449547,1
22.895142,-55.365112,-172.733185,-0.238633,0.225138,-0.065189,-0.158966,-0.121155,-0.894928,0.449547,2
23.415482,-56.241135,-172.902542,-0.312895,0.513728,-0.052598,-0.153137,-0.113251,-0.944778,0.449547,3
23.415482,-56.241135,-172.902542,-0.309448,0.566686,-0.054371,-0.153137,-0.113251,-0.944778,0.452946,4
22.548248,-55.365112,-172.055801,-0.309448,0.566686,-0.054371,-0.170944,-0.11557,-0.975662,0.452946,5
22.548248,-55.365112,-172.055801,-0.269025,0.540991,-0.071092,-0.146881,-0.10791,-1.022217,0.452946,6
23.762375,-54.489075,-173.579926,-0.244974,0.397657,-0.100405,-0.124939,-0.093521,-1.031509,0.452946,7
23.762375,-54.489075,-173.579926,-0.214615,0.228832,-0.13512,-0.124939,-0.093521,-1.031509,0.452946,8
22.895142,-56.065933,-172.055801,-0.214615,0.228832,-0.13512,-0.106445,-0.085098,-1.012543,0.452946,9
22.895142,-56.065933,-172.055801,-0.234863,0.097107,-0.197848,-0.093536,-0.082901,-0.965591,0.452606,10
26.017212,-55.014694,-172.055801,-0.264635,0.082341,-0.204657,-0.093536,-0.082901,-0.965591,0.452606,11
26.017212,-55.014694,-172.055801,-0.264635,0.082341,-0.204657,-0.096405,-0.091644,-0.950058,0.452606,12
25.149963,-54.138657,-173.241226,-0.318834,0.098489,-0.197725,-0.103943,-0.091629,-0.964111,0.452606,13
25.149963,-54.138657,-173.241226,-0.313229,0.189691,-0.183284,-0.116287,-0.08429,-0.969162,0.452606,14
25.149963,-54.138657,-173.241226,-0.271683,0.30961,-0.131025,-0.124268,-0.076767,-0.97554,0.452606,15
25.670303,-56.766754,-173.071884,-0.271683,0.30961,-0.131025,-0.078995,-0.065765,-0.978775,0.452606,16
24.629623,-55.014694,-172.394501,-0.303361,0.589206,-0.00948,-0.085587,-0.068375,-0.960114,0.454152,17
24.629623,-55.014694,-172.394501,-0.354397,0.560704,-0.022995,-0.108093,-0.056915,-0.950012,0.454152,18
