MagX, MagY, MagZ, GyroX, GyroY, GyroZ, AccelX, AccelY, AccelZ, Lum, Time
34.342712,-44.502335,-174.087967,-3.021251,0.139928,-0.142888,0.341125,0.598282,-2.457733,0.345713,1455416023.037291
34.689606,-42.750275,-174.426651,0.500977,1.178312,0.457458,0.094925,0.191208,-0.897049,0.334462,1455416023.107287
32.608231,-45.203156,-174.765350,1.364667,-1.076319,-0.294258,-0.018646,-0.009171,0.011475,0.335432,1455416023.167278
31.047195,-46.780014,-174.934692,0.063257,0.021685,-0.050227,0.186966,0.188660,-0.350098,0.346813,1455416023.237308
32.087891,-47.831253,-174.934692,0.791699,-0.250932,0.500074,-0.032059,0.021713,-0.123718,0.351797,1455416023.307363
32.261337,-50.459335,-174.087967,0.976007,-1.344718,0.246640,-0.159698,-0.010818,-0.384979,0.361002,1455416023.367432
29.139267,-48.707275,-175.104034,-0.956214,0.777911,0.108761,-0.310867,-0.763840,-2.083817,0.369757,1455416023.437363
31.914444,-45.203156,-172.394501,-3.719184,1.432859,-0.367544,-0.077728,0.058289,-2.508453,0.359480,1455416023.507617
32.608231,-43.100677,-174.087967,-0.491008,-0.186374,-0.107742,-0.100739,0.521317,-1.456009,0.336174,1455416023.567277
31.914444,-42.750275,-174.426651,2.214646,-1.060373,-0.601631,-0.051895,0.058487,-0.025253,0.321574,1455416023.637295
30.179962,-48.707275,-174.765350,2.359201,0.361503,-0.706406,0.084702,0.193787,-0.086212,0.342854,1455416023.707322
32.261337,-52.912216,-174.426651,1.984142,-0.651740,-1.616844,0.004929,0.006180,-0.002151,0.372061,1455416023.767292
29.486160,-56.416336,-173.749268,1.933472,-0.929588,-1.680790,-0.001038,0.050049,-0.062393,0.369783,1455416023.837316
30.353409,-53.087433,-173.241226,-4.372393,-1.425308,0.018685,-0.443039,-1.356659,-1.412109,0.365420,1455416023.907334
36.770981,-49.408096,-175.781418,-1.761941,2.419165,-1.699321,0.757935,-0.157501,-1.925690,0.358796,1455416023.977292
31.914444,-47.656036,-174.426651,-2.799073,-1.374376,-1.658182,-0.308197,0.548599,-1.591705,0.341586,1455416024.037279
28.965820,-44.327133,-171.886459,-0.305583,-2.360638,1.004931,-0.063522,0.325943,-1.212418,0.334964,1455416024.107329
27.057892,-47.305634,-172.055801,1.432955,-0.991807,0.688024,-0.008072,0.266922,-0.664734,0.326074,1455416024.167278
25.843750,-49.232895,-171.209076,2.560399,-1.560613,-0.410261,-0.042877,0.156677,-0.483917,0.328083,1455416024.237318
27.404785,-50.459335,-171.378418,0.852779,0.790581,-0.464436,0.115540,0.228989,-0.347488,0.339443,1455416024.307275
29.833069,-52.561813,-171.039734,1.082614,1.490707,0.115842,0.012451,0.031815,-1.304977,0.346258,1455416024.367308
28.098587,-53.613052,-172.394501,-0.210943,-0.344392,-0.125738,-0.198166,-0.983719,-2.111420,0.348085,1455416024.437359
28.792374,-48.356873,-173.410583,-2.854753,1.180205,0.564260,-0.345001,-0.136124,-2.464996,0.349033,1455416024.507226
29.139267,-48.006454,-172.733185,-0.476332,0.303087,0.049631,-0.069336,0.216202,-0.907623,0.342973,1455416024.567241
28.965820,-50.634537,-172.563843,1.030819,0.153882,-0.008714,-0.036560,0.196594,-0.207413,0.339048,1455416024.637287
29.486160,-51.160156,-175.104034,1.173883,0.292846,1.081138,0.024780,-0.019180,-0.077347,0.340020,1455416024.707292
29.659622,-52.036194,-173.918610,0.555583,-0.850932,0.323579,0.007950,0.096359,0.003922,0.344718,1455416024.767275
27.751694,-52.912216,-173.071884,0.609807,-0.785458,-0.006320,-0.004028,0.001541,-0.016922,0.349869,1455416024.837278
26.884445,-51.335373,-172.563843,-0.219854,-0.362132,-0.088705,-0.028320,-0.401016,-1.719193,0.356959,1455416024.907264
25.323410,-51.860992,-171.039734,-1.535507,2.097409,1.275184,-0.849380,-0.639114,-2.060715,0.351356,1455416024.967287
28.792374,-45.903976,-171.039734,-1.749793,2.132583,0.034481,-0.011002,0.229523,-2.599380,0.348027,1455416025.037284
30.353409,-46.429596,-172.902542,0.564205,0.437634,0.497366,0.013382,0.221649,-0.531982,0.338954,1455416025.107278
31.914444,-48.006454,-174.426651,1.006329,0.842426,0.596286,-0.047546,0.193802,-0.154861,0.339884,1455416025.167287
31.914444,-48.356873,-174.765350,0.848554,1.583885,1.275640,0.055618,0.081482,-0.029114,0.342825,1455416025.237322
33.995819,-49.758514,-176.120117,0.935766,-1.018263,0.399225,0.035110,0.119858,-0.018982,0.343275,1455416025.296745
34.169266,-52.036194,-174.934692,-0.403390,-0.185522,0.566763,0.038773,0.079071,-0.154617,0.347486,1455416025.367424
35.036499,-47.305634,-173.410583,-1.314594,1.767192,0.157444,-0.016281,-0.750320,-2.369095,0.346557,1455416025.437239
32.955124,-47.305634,-173.749268,-3.563874,2.114544,-0.388313,0.170685,-0.425369,-2.393906,0.340399,1455416025.496695
34.342712,-44.151917,-173.071884,-0.165385,0.734218,0.211066,-0.044174,0.285400,-1.176178,0.335106,1455416025.566704
34.169266,-43.626297,-173.918610,1.529609,-1.585866,-0.338002,0.056763,0.216766,-0.457657,0.331838,1455416025.637275
33.302032,-45.203156,-175.104034,0.732310,-0.048189,-0.135654,0.121826,0.195496,-0.239120,0.335242,1455416025.707276
31.740997,-47.480835,-174.595993,1.504430,-0.217357,0.215728,0.063080,0.120026,0.080109,0.340336,1455416025.767330
32.955124,-51.160156,-175.442734,0.836624,-0.995297,-0.040124,0.009369,-0.045441,-0.007599,0.343577,1455416025.837308
31.567551,-49.408096,-174.765350,0.385178,-0.492233,0.305711,-0.059387,-0.309952,-0.710678,0.352520,1455416025.897029
31.394089,-48.532074,-173.579926,-2.053452,0.604558,-0.801622,0.130692,-0.905518,-2.549789,0.354053,1455416025.967277
32.087891,-46.780014,-173.241226,-3.085260,1.417381,-0.418995,0.100967,0.085602,-2.772644,0.346690,1455416026.037280
32.434784,-43.626297,-173.918610,-0.726426,1.295799,-0.126009,-0.053741,0.214233,-1.033859,0.337319,1455416026.096745
31.220642,-43.451096,-173.749268,0.682550,-1.247243,-0.420027,-0.035736,0.271759,-0.495972,0.333279,1455416026.167291
31.914444,-45.203156,-174.765350,0.840016,0.267986,-0.010187,0.021011,0.171844,-0.122803,0.334162,1455416026.237452
30.700302,-47.480835,-174.257309,1.505278,-0.032936,-0.268342,0.198776,0.111145,-0.038513,0.339390,1455416026.296816
32.261337,-49.758514,-174.426651,0.752682,-0.682687,0.239564,0.192169,-0.000351,-0.222198,0.344277,1455416026.367442
30.873749,-49.408096,-173.410583,0.315422,1.016513,0.561857,0.022156,-0.577133,-2.251541,0.348770,1455416026.438633
32.955124,-50.459335,-172.733185,-0.551936,0.222669,0.022760,-0.016708,-1.157227,-2.026764,0.347651,1455416026.496896
32.608231,-44.151917,-174.426651,-1.462756,-0.052518,-0.139200,0.088364,0.503281,-2.347488,0.347406,1455416026.567269
33.128571,-44.327133,-173.241226,0.159514,-0.117109,0.173469,-0.014740,0.130966,-0.584198,0.336852,1455416026.637277
30.700302,-46.429596,-174.595993,1.926338,-0.665740,0.114606,-0.095001,0.005936,-0.060226,0.337277,1455416026.696783
31.047195,-50.984955,-173.918610,1.326305,0.183369,-0.353126,0.105423,0.090759,-0.074692,0.343632,1455416026.767276
30.006516,-52.386597,-174.934692,0.847174,-0.428853,0.384725,0.002441,0.184982,-0.283951,0.356479,1455416026.837278
31.394089,-50.984955,-174.934692,0.105327,0.301486,0.146633,0.190353,-0.096741,-1.106140,0.359158,1455416026.896817
32.781677,-50.984955,-174.934692,-0.168663,0.157144,0.767240,-0.167221,-1.330811,-1.617737,0.358099,1455416026.967321
33.128571,-45.027954,-174.257309,-5.045608,0.786613,-0.967337,0.057480,0.308685,-3.189835,0.358816,1455416027.037294
34.169266,-43.626297,-173.579926,0.340605,1.110874,-0.560875,0.124359,0.230484,-1.477097,0.342303,1455416027.096773
32.434784,-42.925476,-174.934692,1.049469,-0.077570,-0.557845,0.121155,0.199417,-0.512344,0.334279,1455416027.167275
32.261337,-47.656036,-177.136200,1.118732,-0.425962,-0.153764,0.137115,0.070099,-0.027267,0.337183,1455416027.237306
32.434784,-48.181656,-175.273392,1.169564,-0.306427,0.172044,0.139053,0.082748,-0.033264,0.343704,1455416027.296820
33.648926,-50.459335,-174.087967,0.957435,-0.972930,0.376333,-0.017990,-0.004150,-0.021393,0.356330,1455416027.367289
31.394089,-50.284134,-175.273392,0.039739,0.164529,0.885614,-0.262833,-0.742538,-1.525986,0.360794,1455416027.437342
31.047195,-49.933716,-175.273392,-0.915265,-0.104029,-0.897272,0.105835,-1.010223,-2.475494,0.360712,1455416027.496820
33.995819,-43.801514,-174.426651,-2.016813,-0.383511,-0.526222,0.106018,0.523438,-2.914169,0.357861,1455416027.567189
31.914444,-45.903976,-174.765350,-0.028808,0.758878,-0.318178,0.159409,0.304703,-0.591949,0.342059,1455416027.637293
30.526855,-46.955215,-174.426651,1.732963,-0.648281,-0.249234,0.080887,0.153290,-0.171539,0.342876,1455416027.696790
31.394089,-50.634537,-176.289459,1.982429,0.253740,-0.225061,0.099518,0.112259,-0.113815,0.355422,1455416027.767312
28.965820,-52.386597,-175.612076,0.746123,-0.377285,-0.548169,0.044968,0.273331,-0.013535,0.369241,1455416027.837293
30.006516,-53.788254,-174.595993,-0.644556,0.447517,-0.328061,0.275574,-0.124298,-0.809341,0.365436,1455416027.896824
32.261337,-52.912216,-175.104034,-0.386356,-0.546781,-0.228946,-0.158737,-0.526489,-1.970657,0.363708,1455416027.967238
30.179962,-52.561813,-174.426651,-3.433186,1.859092,0.331962,-0.068207,-0.387527,-2.293182,0.364643,1455416028.037314
29.833069,-48.707275,-175.781418,-1.156012,0.207183,-0.435292,-0.044312,-0.304184,-2.032104,0.365446,1455416028.096742
31.047195,-48.532074,-174.595993,-0.974200,-0.303620,-0.826780,-0.025650,0.202225,-0.592438,0.353488,1455416028.167284
33.302032,-48.356873,-175.781418,0.125175,0.289464,-0.061758,0.155853,0.183365,-0.471939,0.350000,1455416028.237302
30.526855,-49.057693,-174.087967,1.185841,-0.843159,0.096667,0.075958,0.118256,-0.086182,0.349890,1455416028.296819
29.312714,-53.087433,-174.257309,1.266630,-0.271960,0.152067,0.056015,0.075851,0.029587,0.364603,1455416028.367536
29.833069,-52.912216,-174.087967,0.335581,-0.169969,1.278507,0.056961,-0.015411,-0.485245,0.367240,1455416028.437298
31.567551,-51.160156,-173.749268,-0.090750,0.617777,1.092202,-0.405716,-0.941147,-1.733551,0.366142,1455416028.496758
33.475479,-48.532074,-174.257309,-2.684745,1.006344,-0.001969,0.035034,-0.535355,-2.710358,0.365244,1455416028.567764
30.700302,-47.130417,-174.595993,-0.364601,-0.228030,0.243492,-0.173233,0.012070,-1.257843,0.356263,1455416028.637600
30.353409,-45.728775,-174.934692,-0.873890,1.103197,-0.501226,0.071823,0.554474,-1.009918,0.344583,1455416028.696813
31.047195,-48.181656,-174.934692,2.396424,-1.000520,-0.087437,0.019684,0.122543,-0.055191,0.342728,1455416028.767277
31.220642,-50.459335,-175.442734,1.946958,-0.460326,-0.552123,0.153091,0.053680,-0.037079,0.356615,1455416028.837305
29.833069,-54.313873,-174.426651,1.193234,0.005030,0.664677,0.077286,0.028107,-0.040390,0.360324,1455416028.896824
29.486160,-54.664276,-174.426651,-0.760411,-0.526664,0.856481,-0.086014,-0.735367,-0.530823,0.359760,1455416028.967287
27.751694,-52.912216,-173.749268,0.059729,1.040066,-0.206968,-0.266510,-1.203323,-2.038940,0.362198,1455416029.037318
28.965820,-51.335373,-174.934692,-5.500038,1.956690,-0.055756,-0.161591,0.252960,-2.573654,0.362594,1455416029.096746
30.353409,-47.480835,-174.595993,1.100106,-0.147421,-0.187420,0.029984,-0.092804,-0.631500,0.357123,1455416029.167276
31.740997,-46.780014,-174.934692,-0.634195,0.200174,-0.063424,0.176773,0.209335,-0.774261,0.350857,1455416029.237308
31.914444,-48.356873,-174.765350,1.939213,-1.080031,0.127169,0.020691,0.048050,-0.094452,0.346473,1455416029.296817
28.098587,-52.211395,-176.120117,1.061953,-0.274440,-0.024755,0.267776,-0.081665,-0.185944,0.359418,1455416029.367286
27.231339,-52.386597,-172.902542,0.468658,-0.695590,0.860844,0.063034,-0.375061,-0.533768,0.362143,1455416029.437333
27.404785,-51.510574,-171.378418,-1.116324,0.367220,0.574782,-0.169678,-0.638443,-1.476074,0.364065,1455416029.496807
29.833069,-49.057693,-171.717117,-1.537807,0.857031,0.528262,-0.158096,-0.231949,-1.589920,0.364932,1455416029.567288
31.220642,-44.852737,-172.055801,-0.668003,0.296579,0.567721,-0.040604,-0.044037,-1.686768,0.357065,1455416029.637274
32.087891,-45.027954,-171.886459,0.107025,0.006448,0.404502,-0.051270,-0.079330,-0.791840,0.341579,1455416029.696815
31.394089,-45.378357,-174.257309,0.138338,-0.100126,0.656386,0.078247,-0.229553,-0.718552,0.340463,1455416029.767287
31.394089,-42.925476,-172.563843,0.050646,-0.149093,0.569983,-0.072586,-0.111160,-0.944107,0.341772,1455416029.837280
31.220642,-42.750275,-172.394501,-0.296460,-0.069396,0.071779,-0.030441,-0.093475,-1.080063,0.340654,1455416029.896813
34.516159,-42.575073,-171.209076,-0.274789,0.363739,0.371470,0.086548,-0.065125,-1.068466,0.339093,1455416029.967290
32.261337,-43.100677,-173.071884,0.303768,-0.210489,0.402236,0.041672,-0.139679,-1.036377,0.337646,1455416030.037188
33.822372,-41.173416,-171.547760,0.022332,0.053577,0.268700,-0.073380,0.079941,-1.071228,0.338168,1455416030.096816
32.955124,-40.998215,-173.071884,-0.108488,0.067169,0.163032,-0.052109,-0.001724,-0.977875,0.339402,1455416030.167276
32.261337,-40.647797,-173.071884,-0.186734,0.299226,0.115655,-0.147003,0.108078,-1.037048,0.340128,1455416030.237277
32.608231,-41.699036,-172.733185,-0.243775,-0.152973,-0.039845,-0.137726,0.026672,-0.928986,0.339169,1455416030.296823
32.955124,-40.297394,-172.733185,-0.216506,-0.240776,-0.164550,-0.105377,0.073074,-0.972931,0.337882,1455416030.367335
31.567551,-39.946976,-171.378418,-0.299630,-0.068842,-0.171908,-0.107849,0.036942,-0.914017,0.337432,1455416030.427230
31.220642,-39.246155,-173.071884,-0.243858,0.192409,-0.213340,-0.077271,-0.016281,-0.947556,0.336854,1455416030.496932
31.567551,-37.844498,-171.378418,-0.425365,0.233037,-0.101300,-0.102158,-0.008316,-0.999298,0.335929,1455416030.567287
32.087891,-38.720535,-172.563843,-0.134224,0.075432,-0.048945,-0.086227,0.015594,-0.976486,0.334177,1455416030.627260
32.087891,-39.070953,-173.241226,0.334497,-0.175679,0.068696,-0.030960,0.026230,-1.054840,0.333170,1455416030.696812
31.394089,-38.720535,-173.579926,0.054131,0.138858,0.202537,0.037888,0.057312,-1.084595,0.334410,1455416030.767271
31.567551,-39.246155,-173.749268,0.199288,-0.186978,0.207549,0.132584,0.064835,-0.941544,0.335621,1455416030.827224
30.179962,-39.596558,-173.410583,-0.205031,-0.680099,0.236207,0.138962,0.043198,-0.928680,0.337624,1455416030.896867
30.006516,-38.019714,-172.563843,-0.626923,0.153441,0.415177,0.074966,0.193680,-1.219543,0.338874,1455416030.967289
31.047195,-37.318893,-172.563843,0.056963,0.159312,0.253764,0.040665,0.080902,-1.064804,0.339039,1455416031.037320
29.833069,-37.844498,-174.426651,-0.180642,-0.081502,0.070887,-0.030212,0.035706,-0.869568,0.338505,1455416031.096820
