46.137177,-109.328552,-200.167282,-0.026221,-0.176657,-0.132224,0.075226,-0.391556,-0.925674,0.374444,0.010000
45.790283,-109.678970,-199.828598,-0.026221,-0.176657,-0.132224,0.075226,-0.391556,-0.925674,0.377463,0.020000
45.616837,-111.606232,-200.675323,-0.099426,-0.123596,0.000266,0.099930,-0.439865,-0.881317,0.379153,0.030000
45.790283,-110.379791,-200.844666,-0.163880,-0.092802,-0.027942,0.082214,-0.420929,-0.883881,0.379554,0.040000
45.096497,-111.431030,-200.505981,-0.211709,-0.094749,-0.029558,0.081421,-0.416016,-0.906815,0.384086,0.050000
44.576157,-110.204590,-202.368790,-0.118134,-0.013263,0.009226,0.082397,-0.414215,-0.902191,0.387144,0.060000
44.055801,-109.328552,-203.215515,-0.086327,-0.047348,0.000870,0.074265,-0.412964,-0.892334,0.388476,0.070000
44.923050,-110.905411,-201.691406,-0.103162,-0.026146,-0.007706,0.060944,-0.402390,-0.912048,0.389984,0.080000
44.923050,-111.255814,-205.417023,-0.030993,-0.014643,0.011266,0.064377,-0.398117,-0.896423,0.390784,0.090000
43.188568,-110.204590,-201.352707,-0.129814,-0.035555,-0.003807,0.062836,-0.398193,-0.909058,0.391348,0.100000
43.882355,-110.905411,-202.707474,-0.272520,-0.159209,-0.038079,0.069382,-0.389786,-0.959747,0.393964,0.110000
44.229248,-108.452530,-205.417023,-0.317106,-0.100326,-0.135054,0.058426,-0.354370,-1.057388,0.399986,0.120000
43.362015,-104.773193,-202.876831,0.372851,-0.494860,-0.107275,0.150391,-0.346786,-1.286804,0.397711,0.130000
41.627533,-102.320312,-201.183365,0.964220,-0.915287,0.118203,0.089813,-0.416000,-0.944931,0.367164,0.140000
39.025818,-102.845932,-198.643173,0.350184,-0.694684,-0.051270,-0.115646,-0.439423,-0.503708,0.353453,0.150000
36.770981,-104.422791,-197.796432,-0.562248,0.371882,-0.177560,-0.135605,-0.406540,-0.260941,0.355960,0.160000
41.280640,-107.226089,-206.602448,-2.576970,0.603722,-0.258519,-0.049332,-0.270142,-0.940536,0.392815,0.170000
43.362015,-110.029373,-212.360214,-0.430896,1.000594,0.443739,0.218979,-0.276306,-1.819153,0.446083,0.180000
41.280640,-103.721970,-207.618530,1.828751,-1.100659,-0.014650,0.058548,-0.300766,-1.348022,0.429154,0.190000
40.586838,-102.670731,-202.199448,1.220880,-0.156647,0.095848,-0.054077,-0.414490,-0.346039,0.377438,0.200000
38.158569,-104.422791,-199.151215,-0.612557,0.113967,-0.272238,-0.126450,-0.391449,-0.009094,0.362241,0.210000
42.321320,-105.474030,-204.908981,-2.299399,0.672455,-0.116652,0.026443,-0.223145,-1.082123,0.412081,0.220000
44.749603,-109.328552,-211.682831,-0.220828,0.197067,0.192331,0.075455,-0.172974,-1.775391,0.451310,0.230000
42.841675,-105.298813,-210.158722,0.827855,-0.955450,-0.110209,0.030304,-0.340439,-1.083923,0.439057,0.240000
39.719604,-104.247574,-203.384872,0.866786,-0.419943,-0.027831,-0.043259,-0.362167,-0.497116,0.407823,0.250000
39.025818,-103.897171,-204.739639,-1.004015,0.478239,-0.051043,-0.079437,-0.396866,-0.323303,0.402196,0.260000
42.147873,-108.102112,-211.174789,-1.646580,0.809123,-0.061644,0.031265,-0.180267,-1.401657,0.443802,0.270000
42.321320,-107.576492,-215.069763,0.342807,0.068976,0.218149,0.044281,-0.182053,-1.685532,0.461925,0.280000
41.280640,-103.021133,-209.311981,0.944848,-0.893217,-0.085107,-0.017273,-0.331436,-0.810013,0.432194,0.290000
38.852371,-101.619492,-205.247681,0.900753,-0.521045,-0.074867,-0.070221,-0.352142,-0.407547,0.406307,0.300000
